"PERSON_ID","RACE","GENDER","start_year"
215,"White","Female",2010
217,"White","Female",2012
218,"White","Male",2011
222,"Black/African-American","Female",2010
224,"Black/African-American","Female",2010
226,"White","Male",2016
227,"No Data","Male",2011
228,"Black/African-American","Female",2017
229,"Black/African-American","Female",2013
231,"White","Female",2011
234,"Black/African-American","Female",2011
236,"White","Male",2010
238,"White","Male",2012
242,"White","Female",2010
244,"No Data","Female",2016
245,"Black/African-American","Male",2017
246,"White","Male",2015
248,"Black/African-American","Female",2010
249,"Black/African-American","Female",2017
252,"White","Female",2013
253,"Black/African-American","Female",2014
254,"Black/African-American","Male",2011
256,"No Data","Male",2017
258,"No Data","Female",2013
259,"No Data","Female",2016
262,"White","Male",2012
263,"White","Male",2011
264,"White","Male",2010
265,"No Data","Male",2013
266,"Black/African-American","Female",2010
268,"White","Male",2016
269,"No Data","Male",2013
270,"White","Male",2017
272,"White","Female",2012
274,"No Data","Male",2016
277,"White","Female",2012
279,"No Data","Female",2015
280,"No Data","Female",2017
282,"Black/African-American","Female",2014
284,"No Data","Female",2012
286,"White","Female",2011
288,"White","Female",2013
289,"Black/African-American","Male",2011
291,"White","Female",2011
294,"Black/African-American","Female",2016
295,"Black/African-American","Male",2010
296,"White","Female",2011
297,"White","Male",2010
299,"Biracial/Multiracial","Female",2010
300,"Black/African-American","Female",2010
301,"White","Female",2016
303,"White","Female",2017
304,"White","Male",2010
305,"Biracial/Multiracial","Female",2010
307,"Black/African-American","Female",2010
311,"White","Female",2013
314,"White","Female",2012
315,"Black/African-American","Female",2013
316,"No Data","Male",2016
317,"No Data","Male",2014
318,"White","Female",2013
320,"White","Female",2015
322,"No Data","Male",2016
323,"White","Female",2016
324,"No Data","Male",2016
325,"No Data","Female",2015
326,"Black/African-American","Female",2015
328,"White","Male",2010
329,"White","Male",2015
331,"No Data","Female",2017
334,"Black/African-American","Female",2016
335,"White","Female",2015
338,"Black/African-American","Female",2016
339,"White","Female",2015
341,"White","Male",2013
342,"No Data","Female",2012
343,"Black/African-American","Female",2013
344,"White","Female",2012
350,"No Data","Female",2015
351,"White","Male",2010
352,"White","Male",2016
353,"No Data","Female",2010
354,"White","Male",2015
356,"Black/African-American","Female",2011
358,"White","Female",2012
359,"Black/African-American","Female",2010
362,"White","Female",2015
363,"White","Female",2011
365,"No Data","Female",2012
366,"White","Female",2010
367,"White","Female",2010
368,"Black/African-American","Male",2013
369,"Black/African-American","Male",2012
370,"No Data","Male",2016
371,"No Data","Female",2011
373,"White","Female",2010
374,"Black/African-American","Male",2015
375,"White","Male",2012
376,"No Data","Female",2010
377,"White","Male",2013
378,"White","Male",2010
383,"White","Female",2013
384,"White","Female",2016
385,"No Data","Female",2016
386,"No Data","Female",2015
387,"White","Female",2013
388,"White","Male",2016
389,"White","Male",2014
390,"Black/African-American","Female",2010
392,"Black/African-American","Female",2010
394,"Black/African-American","Female",2017
395,"White","Male",2012
397,"White","Male",2013
398,"Black/African-American","Female",2017
399,"Black/African-American","Male",2011
400,"Black/African-American","Female",2016
402,"Black/African-American","Male",2011
404,"No Data","Female",2013
408,"Black/African-American","Male",2011
409,"White","Male",2011
414,"White","Male",2012
417,"Black/African-American","Female",2015
418,"Black/African-American","Male",2011
421,"No Data","Female",2016
423,"Black/African-American","Male",2010
425,"Black/African-American","Female",2010
428,"No Data","Male",2017
429,"Black/African-American","Male",2012
430,"Black/African-American","Female",2015
433,"No Data","Female",2013
437,"White","Female",2013
438,"White","Male",2013
439,"Black/African-American","Female",2010
440,"White","Male",2017
442,"Black/African-American","Female",2013
443,"White","Female",2014
445,"Black/African-American","Female",2011
446,"White","Female",2010
451,"Black/African-American","Male",2017
452,"Black/African-American","Male",2014
454,"No Data","Female",2015
455,"No Data","Female",2013
460,"White","Female",2014
461,"White","Male",2015
462,"No Data","Female",2013
467,"White","Male",2015
468,"Black/African-American","Female",2015
469,"Black/African-American","Female",2016
470,"No Data","Male",2017
471,"Black/African-American","Male",2017
472,"White","Female",2012
473,"No Data","Female",2016
476,"White","Male",2016
479,"No Data","Female",2013
480,"Black/African-American","Female",2011
481,"White","Female",2015
483,"Black/African-American","Female",2015
484,"Black/African-American","Female",2010
486,"White","Male",2017
487,"Black/African-American","Female",2017
488,"White","Female",2012
489,"No Data","Male",2010
490,"White","Male",2012
491,"No Data","Male",2012
492,"No Data","Female",2013
494,"Biracial/Multiracial","Female",2010
495,"White","Male",2016
496,"White","Male",2015
497,"Black/African-American","Female",2011
498,"Black/African-American","Female",2010
499,"Black/African-American","Male",2017
502,"Black/African-American","Female",2012
504,"White","Female",2011
505,"White","Female",2013
507,"No Data","Female",2017
508,"White","Male",2011
510,"White","Female",2017
511,"No Data","Female",2017
512,"Black/African-American","Male",2012
515,"White","Male",2010
516,"No Data","Female",2013
517,"White","Male",2011
518,"Black/African-American","Male",2011
519,"White","Male",2014
520,"Black/African-American","Male",2015
522,"White","Male",2012
523,"Black/African-American","Male",2011
524,"Black/African-American","Female",2010
525,"Black/African-American","Male",2010
528,"White","Male",2015
529,"American Indian/Alaskan Native","Female",2015
532,"White","Male",2010
534,"White","Female",2017
535,"White","Female",2012
537,"Black/African-American","Female",2013
538,"Black/African-American","Male",2012
541,"White","Male",2010
542,"Black/African-American","Female",2012
543,"Black/African-American","Female",2016
544,"White","Male",2011
546,"White","Male",2010
547,"White","Female",2010
551,"White","Female",2010
552,"Black/African-American","Female",2015
553,"White","Female",2015
555,"Black/African-American","Male",2012
556,"Black/African-American","Male",2010
559,"Black/African-American","Male",2012
560,"No Data","Female",2013
562,"Black/African-American","Male",2014
564,"White","Female",2014
567,"Black/African-American","Female",2016
568,"White","Female",2012
573,"Black/African-American","Male",2015
576,"No Data","Male",2013
577,"Black/African-American","Female",2010
578,"Black/African-American","Male",2011
582,"Black/African-American","Female",2012
583,"Black/African-American","Female",2015
584,"White","Male",2010
585,"White","Female",2015
586,"Black/African-American","Male",2013
588,"White","Female",2015
589,"Black/African-American","Female",2016
590,"White","Female",2014
592,"White","Female",2010
595,"No Data","Male",2013
596,"White","Male",2010
597,"No Data","Male",2012
598,"No Data","Female",2010
600,"No Data","Male",2015
601,"White","Female",2013
602,"White","Male",2015
603,"White","Male",2014
605,"Black/African-American","Male",2017
606,"Black/African-American","Female",2012
609,"Biracial/Multiracial","Female",2010
610,"Black/African-American","Female",2012
611,"No Data","Female",2016
612,"American Indian/Alaskan Native","Female",2013
615,"Black/African-American","Female",2017
616,"White","Male",2016
617,"Black/African-American","Female",2012
619,"No Data","Female",2010
620,"White","Female",2013
621,"White","Female",2013
622,"White","Female",2017
624,"Black/African-American","Female",2017
626,"White","Male",2012
627,"White","Male",2014
630,"No Data","Female",2016
631,"White","Male",2010
632,"Black/African-American","Female",2015
634,"White","Female",2011
635,"White","Male",2011
636,"White","Male",2010
637,"Black/African-American","Female",2013
638,"No Data","Male",2017
640,"White","Male",2010
641,"White","Male",2010
642,"White","Male",2014
645,"No Data","Male",2010
647,"Black/African-American","Female",2014
651,"Black/African-American","Female",2016
652,"White","Female",2013
653,"White","Female",2011
654,"White","Male",2011
655,"Black/African-American","Female",2010
657,"Black/African-American","Male",2011
658,"Black/African-American","Male",2017
660,"White","Male",2016
662,"Black/African-American","Male",2012
663,"Black/African-American","Female",2010
664,"Black/African-American","Female",2014
666,"Black/African-American","Female",2010
668,"Black/African-American","Female",2014
669,"No Data","Male",2016
670,"No Data","Female",2015
671,"White","Female",2016
672,"Black/African-American","Female",2010
674,"Biracial/Multiracial","Female",2012
675,"No Data","Male",2016
676,"White","Female",2013
677,"No Data","Male",2010
678,"White","Male",2016
679,"Black/African-American","Male",2015
681,"No Data","Female",2017
683,"Black/African-American","Female",2010
684,"Black/African-American","Female",2010
685,"Black/African-American","Male",2016
686,"White","Male",2012
687,"Black/African-American","Female",2012
688,"Black/African-American","Female",2016
692,"Black/African-American","Female",2014
693,"White","Male",2012
694,"White","Male",2013
695,"White","Male",2011
697,"White","Female",2016
698,"Black/African-American","Male",2012
699,"Black/African-American","Female",2011
700,"White","Male",2011
701,"Black/African-American","Female",2011
703,"Black/African-American","Male",2017
704,"White","Female",2015
705,"White","Female",2015
707,"No Data","Female",2014
708,"No Data","Male",2013
711,"White","Female",2016
712,"Black/African-American","Male",2017
716,"Black/African-American","Female",2010
717,"White","Female",2010
718,"White","Female",2015
722,"No Data","Female",2011
724,"No Data","Female",2012
725,"White","Male",2010
726,"Black/African-American","Male",2014
728,"White","Female",2011
729,"White","Female",2015
730,"No Data","Male",2015
734,"White","Female",2016
735,"White","Female",2015
736,"Black/African-American","Female",2012
738,"Black/African-American","Female",2015
740,"Black/African-American","Female",2014
742,"White","Male",2016
745,"White","Male",2015
746,"Black/African-American","Female",2010
747,"White","Female",2011
748,"White","Female",2016
749,"White","Female",2011
750,"White","Male",2016
751,"White","Female",2011
752,"Black/African-American","Male",2011
753,"White","Female",2012
754,"No Data","Female",2016
757,"Black/African-American","Female",2014
758,"Black/African-American","Female",2010
759,"White","Male",2016
760,"No Data","Female",2010
761,"No Data","Female",2010
762,"Black/African-American","Female",2010
763,"White","Female",2011
764,"Black/African-American","Female",2013
766,"Black/African-American","Male",2012
767,"White","Female",2015
772,"White","Male",2010
773,"No Data","Female",2010
774,"White","Female",2011
775,"White","Male",2015
780,"White","Male",2011
781,"Black/African-American","Female",2013
783,"Black/African-American","Female",2010
784,"No Data","Female",2010
786,"White","Male",2016
788,"White","Female",2017
789,"White","Female",2010
793,"No Data","Female",2016
794,"White","Female",2010
795,"No Data","Female",2010
796,"No Data","Female",2015
797,"White","Female",2010
798,"Black/African-American","Female",2013
800,"Biracial/Multiracial","Male",2011
801,"White","Female",2010
805,"White","Female",2013
807,"Black/African-American","Male",2014
808,"Black/African-American","Male",2016
809,"Black/African-American","Female",2015
810,"Black/African-American","Female",2012
811,"Biracial/Multiracial","Female",2010
812,"Black/African-American","Male",2015
813,"Black/African-American","Female",2011
814,"Black/African-American","Male",2016
816,"White","Female",2010
818,"White","Female",2011
820,"White","Female",2010
821,"No Data","Female",2017
823,"White","Female",2017
824,"Black/African-American","Female",2017
825,"White","Female",2010
833,"White","Female",2015
835,"Black/African-American","Female",2013
839,"No Data","Male",2015
840,"White","Male",2015
841,"White","Male",2015
843,"Black/African-American","Female",2015
844,"White","Male",2017
845,"No Data","Female",2010
846,"No Data","No Data",2017
847,"Black/African-American","Male",2016
849,"No Data","Female",2010
850,"Black/African-American","Male",2013
851,"White","Female",2015
855,"White","Male",2016
856,"White","Female",2010
858,"Black/African-American","Male",2016
861,"No Data","Male",2016
863,"White","Male",2017
866,"Black/African-American","Female",2011
867,"No Data","Female",2012
868,"White","Male",2014
869,"Black/African-American","Male",2012
870,"Black/African-American","Female",2016
873,"No Data","Female",2010
874,"White","Male",2016
875,"Black/African-American","Male",2011
876,"White","Female",2011
877,"Black/African-American","Female",2016
878,"Black/African-American","Female",2010
879,"Black/African-American","Male",2010
880,"White","Female",2014
881,"White","Female",2016
882,"Black/African-American","Female",2011
884,"Black/African-American","Female",2010
886,"No Data","Male",2014
890,"White","Female",2016
891,"Black/African-American","Male",2014
893,"White","Female",2015
895,"No Data","Male",2011
896,"Black/African-American","Male",2011
898,"Black/African-American","Female",2012
899,"White","Male",2016
900,"Black/African-American","Female",2015
901,"Black/African-American","Female",2017
902,"Black/African-American","Female",2014
903,"No Data","Female",2016
905,"No Data","Female",2014
907,"White","Female",2010
908,"No Data","Male",2015
909,"White","Female",2012
912,"White","Female",2016
913,"Biracial/Multiracial","Female",2013
914,"White","Female",2017
917,"White","Female",2015
918,"White","Male",2013
922,"White","Male",2014
924,"Black/African-American","Female",2015
925,"White","Female",2010
926,"Black/African-American","Female",2010
927,"White","Male",2015
928,"White","Female",2016
929,"Black/African-American","Female",2011
930,"White","Female",2014
932,"White","Female",2010
933,"Asian","Male",2011
934,"White","Female",2011
935,"White","Female",2010
936,"White","Female",2010
937,"Black/African-American","Male",2010
941,"White","Female",2013
942,"No Data","Female",2016
947,"White","Female",2011
950,"White","Male",2010
952,"Biracial/Multiracial","Male",2014
953,"Black/African-American","Male",2011
955,"White","Female",2015
956,"White","Male",2016
957,"American Indian/Alaskan Native","Male",2017
959,"White","Female",2010
962,"Black/African-American","Male",2016
969,"White","Female",2011
970,"Black/African-American","Female",2017
972,"White","Female",2016
973,"No Data","Female",2013
974,"White","Female",2011
975,"White","Male",2015
976,"Black/African-American","Female",2016
977,"White","Female",2010
978,"White","Female",2015
979,"White","Male",2012
983,"No Data","Male",2015
984,"Black/African-American","Female",2017
985,"No Data","Female",2014
986,"No Data","Male",2010
987,"Black/African-American","Female",2011
988,"No Data","Female",2011
992,"Black/African-American","Male",2015
993,"White","Female",2016
996,"Black/African-American","Female",2012
998,"Black/African-American","Male",2015
999,"Black/African-American","Female",2010
1000,"White","Female",2015
1004,"No Data","Female",2016
1009,"Black/African-American","Male",2013
1011,"White","Female",2011
1012,"White","Female",2011
1013,"White","Female",2011
1014,"White","Female",2011
1016,"Black/African-American","Female",2014
1017,"White","Male",2011
1018,"White","Female",2016
1019,"White","Male",2010
1021,"White","Male",2011
1025,"Black/African-American","Female",2014
1026,"White","Female",2012
1027,"Biracial/Multiracial","Male",2015
1028,"White","Female",2013
1029,"No Data","Female",2010
1031,"White","Female",2010
1032,"White","Female",2015
1034,"Black/African-American","Male",2017
1036,"White","Female",2011
1038,"White","Female",2013
1039,"Black/African-American","Female",2016
1042,"White","Male",2012
1044,"No Data","Female",2010
1045,"Black/African-American","Female",2011
1046,"White","Male",2017
1047,"Black/African-American","Male",2015
1048,"Black/African-American","Female",2016
1050,"No Data","Female",2016
1052,"No Data","Male",2016
1053,"White","Male",2010
1054,"White","Female",2011
1055,"White","Female",2011
1057,"Black/African-American","Female",2010
1059,"White","Female",2015
1060,"White","Female",2015
1061,"No Data","Male",2017
1062,"White","Male",2014
1063,"White","Female",2013
1065,"White","Male",2017
1066,"White","Female",2016
1067,"White","Male",2012
1068,"White","Male",2011
1070,"White","Male",2010
1071,"No Data","Female",2011
1076,"Black/African-American","Male",2012
1078,"Asian","Male",2010
1079,"White","Male",2011
1080,"No Data","Female",2017
1081,"White","Female",2014
1083,"White","Female",2012
1085,"Black/African-American","Female",2015
1086,"No Data","Female",2013
1087,"No Data","Female",2012
1088,"Black/African-American","Female",2010
1089,"Black/African-American","Female",2011
1090,"No Data","Male",2017
1091,"White","Female",2010
1093,"White","Female",2016
1095,"White","Female",2013
1096,"Black/African-American","No Data",2010
1098,"White","Female",2015
1100,"Black/African-American","Female",2010
1101,"No Data","Male",2015
1102,"White","Male",2013
1103,"White","Female",2017
1104,"White","Male",2012
1109,"Black/African-American","Female",2012
1110,"No Data","Female",2013
1111,"Black/African-American","Male",2015
1114,"Black/African-American","Female",2015
1116,"No Data","Male",2015
1120,"White","Male",2010
1122,"Black/African-American","Male",2011
1123,"White","Female",2010
1125,"No Data","Female",2012
1126,"White","Female",2010
1127,"White","Male",2017
1128,"White","Male",2015
1129,"White","Female",2010
1132,"White","Female",2010
1135,"Black/African-American","Female",2012
1138,"White","Female",2010
1140,"White","Female",2012
1144,"White","Female",2014
1145,"Black/African-American","Female",2016
1149,"White","Female",2010
1152,"White","Male",2015
1153,"No Data","Female",2012
1154,"White","Male",2016
1156,"Black/African-American","Male",2014
1158,"Black/African-American","Female",2010
1161,"White","Male",2011
1162,"No Data","Male",2011
1165,"White","Female",2013
1166,"White","Male",2015
1167,"White","Female",2017
1171,"White","Male",2015
1172,"White","Male",2010
1173,"White","Male",2016
1174,"Black/African-American","Female",2011
1175,"White","Male",2012
1176,"White","Male",2013
1177,"Black/African-American","Male",2011
1180,"No Data","Female",2011
1181,"Black/African-American","Male",2017
1182,"White","Male",2011
1183,"Asian","Female",2013
1185,"White","Female",2010
1190,"Black/African-American","Female",2012
1191,"Biracial/Multiracial","Male",2011
1192,"American Indian/Alaskan Native","Male",2017
1193,"No Data","Female",2015
1194,"White","Male",2016
1196,"White","Female",2010
1197,"White","Male",2010
1198,"Black/African-American","Female",2010
1199,"Black/African-American","Male",2013
1200,"Black/African-American","Male",2013
1201,"White","Female",2014
1202,"White","Female",2014
1204,"White","Female",2011
1205,"White","Female",2016
1208,"White","Male",2016
1209,"No Data","Female",2016
1210,"White","Female",2013
1211,"No Data","Female",2013
1212,"Black/African-American","Female",2011
1213,"No Data","Female",2010
1214,"Black/African-American","Female",2011
1215,"Black/African-American","Male",2017
1217,"White","Male",2015
1218,"No Data","Male",2016
1219,"White","Female",2014
1220,"White","Female",2016
1222,"No Data","Female",2010
1223,"White","Male",2010
1224,"White","Male",2011
1226,"White","Female",2010
1228,"Black/African-American","Female",2016
1230,"White","Female",2010
1233,"White","Female",2012
1237,"No Data","Female",2012
1238,"Black/African-American","Female",2010
1239,"No Data","Male",2016
1240,"Black/African-American","Male",2012
1244,"Black/African-American","Female",2017
1245,"Black/African-American","Female",2010
1247,"Black/African-American","Male",2015
1248,"Black/African-American","Male",2013
1249,"Black/African-American","Male",2012
1254,"White","Female",2010
1255,"White","Male",2010
1256,"No Data","Male",2011
1257,"White","Female",2016
1258,"White","Female",2013
1259,"Black/African-American","Female",2012
1260,"No Data","Female",2016
1261,"No Data","Female",2011
1262,"No Data","Female",2011
1264,"Black/African-American","Female",2012
1265,"No Data","Female",2012
1266,"Black/African-American","Male",2013
1268,"White","Female",2011
1270,"Black/African-American","Female",2010
1271,"Black/African-American","Female",2017
1272,"Black/African-American","Female",2014
1273,"White","Female",2011
1274,"White","Male",2010
1276,"White","Female",2014
1277,"White","Female",2010
1280,"No Data","Female",2011
1284,"White","Male",2011
1285,"No Data","Female",2013
1286,"White","Female",2010
1288,"Black/African-American","Female",2011
1289,"Black/African-American","Female",2015
1291,"White","Male",2015
1292,"White","Female",2012
1296,"White","Female",2014
1298,"Black/African-American","Female",2010
1299,"White","Male",2015
1300,"White","Female",2017
1303,"Black/African-American","Female",2015
1305,"Black/African-American","Male",2012
1306,"White","Male",2011
1308,"White","Female",2010
1309,"Black/African-American","Male",2012
1312,"White","Male",2016
1314,"White","Male",2016
1316,"White","Male",2015
1317,"Black/African-American","Female",2017
1320,"White","Female",2011
1321,"Black/African-American","Female",2012
1323,"White","Male",2011
1324,"White","Female",2014
1328,"Black/African-American","Male",2017
1329,"Asian","Female",2014
1330,"White","Male",2011
1331,"White","Female",2010
1332,"White","Female",2012
1333,"White","Female",2011
1334,"Black/African-American","Male",2014
1339,"White","Male",2016
1342,"White","Male",2012
1343,"No Data","Male",2011
1344,"No Data","Female",2014
1346,"White","Female",2015
1347,"White","Female",2017
1348,"Black/African-American","Female",2011
1349,"No Data","Male",2010
1351,"White","Female",2017
1352,"No Data","Female",2015
1354,"White","Male",2016
1355,"Black/African-American","Female",2010
1357,"Biracial/Multiracial","Male",2015
1358,"White","Female",2012
1362,"White","Male",2012
1365,"Black/African-American","Female",2011
1366,"No Data","Female",2017
1368,"No Data","Female",2012
1371,"No Data","Male",2016
1372,"White","Female",2011
1375,"Black/African-American","Male",2014
1376,"No Data","Female",2011
1377,"No Data","Male",2016
1379,"White","Male",2011
1380,"Black/African-American","Female",2016
1381,"White","Female",2013
1382,"White","Male",2011
1383,"Black/African-American","Female",2011
1384,"White","Female",2012
1385,"White","Male",2010
1386,"White","Male",2017
1387,"White","Female",2012
1388,"Black/African-American","Female",2010
1391,"White","Male",2010
1392,"Black/African-American","Male",2016
1395,"White","Female",2015
1396,"Black/African-American","Male",2015
1398,"White","Female",2010
1404,"Black/African-American","Male",2015
1405,"White","Female",2014
1406,"White","Male",2014
1407,"White","Female",2011
1408,"White","Female",2014
1410,"White","Female",2012
1412,"White","Female",2012
1413,"White","Male",2013
1414,"Black/African-American","Male",2015
1415,"No Data","Female",2013
1416,"White","Male",2016
1418,"Black/African-American","Male",2011
1420,"White","Male",2014
1421,"White","Female",2015
1423,"Black/African-American","Male",2016
1424,"Black/African-American","Male",2010
1428,"White","Female",2015
1430,"Black/African-American","Female",2016
1431,"White","Female",2010
1432,"No Data","Female",2015
1434,"No Data","Female",2012
1436,"Black/African-American","Male",2013
1438,"Biracial/Multiracial","Female",2011
1440,"White","Female",2014
1441,"White","Male",2011
1442,"Black/African-American","Female",2010
1446,"White","Female",2016
1448,"Black/African-American","Male",2010
1450,"White","Male",2017
1451,"White","Male",2015
1453,"White","Female",2013
1455,"No Data","Female",2011
1456,"Black/African-American","Male",2010
1462,"White","Female",2016
1463,"Black/African-American","Female",2010
1465,"Black/African-American","Female",2012
1466,"White","Female",2014
1467,"White","Female",2011
1468,"No Data","Female",2016
1471,"White","Female",2011
1473,"White","Female",2010
1474,"White","Male",2014
1476,"Black/African-American","Female",2017
1479,"Black/African-American","Male",2016
1480,"Black/African-American","Female",2010
1481,"Black/African-American","Female",2016
1482,"No Data","Male",2016
1483,"Black/African-American","Female",2011
1484,"Black/African-American","Male",2014
1485,"White","Female",2012
1486,"White","Female",2014
1487,"White","Female",2011
1488,"White","Female",2015
1491,"White","Male",2012
1493,"White","Female",2011
1494,"White","Female",2012
1496,"Black/African-American","Female",2017
1497,"Black/African-American","Male",2012
1498,"White","Female",2011
1499,"White","Male",2015
1500,"White","Female",2016
1501,"No Data","Female",2016
1504,"Black/African-American","Female",2014
1505,"No Data","Female",2011
1512,"No Data","Male",2014
1516,"Black/African-American","Female",2017
1518,"Black/African-American","Female",2010
1519,"Black/African-American","Female",2012
1520,"Black/African-American","Female",2010
1521,"White","Male",2016
1522,"White","Male",2013
1523,"White","Female",2016
1524,"White","Female",2013
1526,"White","Female",2011
1528,"No Data","Male",2011
1529,"Black/African-American","Male",2017
1530,"No Data","Female",2017
1531,"White","Male",2013
1532,"White","Female",2012
1533,"White","Male",2017
1536,"No Data","Male",2016
1537,"White","Female",2011
1539,"Black/African-American","Male",2016
1541,"Black/African-American","Female",2011
1543,"White","Male",2014
1544,"No Data","Female",2012
1547,"White","Female",2011
1550,"No Data","Male",2017
1551,"Black/African-American","Male",2017
1553,"No Data","Female",2012
1554,"Black/African-American","Female",2011
1555,"White","Male",2016
1557,"White","Female",2010
1558,"White","Male",2014
1559,"No Data","Female",2011
1561,"White","Male",2011
1562,"White","Female",2015
1563,"Black/African-American","Female",2010
1564,"Black/African-American","Female",2012
1565,"Black/African-American","Female",2010
1566,"White","Female",2010
1567,"No Data","Male",2010
1569,"Black/African-American","Male",2010
1570,"Black/African-American","Male",2014
1571,"Black/African-American","Female",2010
1572,"Black/African-American","Female",2016
1576,"White","Female",2010
1577,"White","Male",2011
1578,"Black/African-American","Male",2012
1581,"White","Male",2011
1582,"White","Female",2017
1585,"White","Female",2014
1586,"White","Female",2012
1588,"White","Female",2011
1590,"Black/African-American","Male",2010
1591,"Black/African-American","Male",2010
1594,"No Data","Female",2015
1595,"No Data","Female",2015
1598,"Black/African-American","Male",2012
1603,"White","Male",2010
1605,"Black/African-American","Female",2011
1609,"White","Female",2012
1610,"No Data","Female",2015
1611,"White","Female",2010
1613,"No Data","Female",2017
1615,"White","Male",2010
1616,"No Data","Female",2011
1617,"White","Female",2011
1618,"Black/African-American","Female",2017
1620,"White","Male",2011
1621,"No Data","Male",2013
1623,"Black/African-American","Female",2013
1625,"No Data","Female",2017
1627,"No Data","Female",2017
1630,"White","Female",2011
1631,"No Data","Female",2016
1632,"White","Male",2012
1633,"Black/African-American","Female",2014
1635,"White","Male",2013
1637,"Black/African-American","Female",2011
1638,"White","Female",2015
1639,"White","Male",2014
1642,"Asian","Male",2013
1644,"Black/African-American","Female",2010
1645,"Black/African-American","Female",2010
1647,"White","Female",2015
1648,"Black/African-American","Female",2017
1649,"White","Female",2012
1651,"Black/African-American","Female",2012
1652,"Black/African-American","Female",2015
1653,"Black/African-American","Female",2010
1655,"Black/African-American","Female",2014
1656,"No Data","Female",2017
1657,"Black/African-American","Female",2011
1658,"White","Female",2014
1662,"Black/African-American","Female",2014
1663,"No Data","Male",2012
1666,"White","Male",2014
1667,"White","Male",2017
1670,"No Data","Female",2015
1671,"White","Male",2014
1672,"No Data","Female",2015
